filepath,error_reason
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6n82/6n82_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/3wcf/3wcf_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4n1z/4n1z_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6g3q/6g3q_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6fn9/6fn9_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5nhz/5nhz_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5jnl/5jnl_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/3zp9/3zp9_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4raq/4raq_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6htr/6htr_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4i60/4i60_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5hh5/5hh5_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6mlw/6mlw_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/3mw1/3mw1_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5jv1/5jv1_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4za0/4za0_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4ijq/4ijq_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6apt/6apt_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6g2l/6g2l_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4uma/4uma_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5hlm/5hlm_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4dhq/4dhq_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5knr/5knr_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4jfv/4jfv_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6a73/6a73_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4inu/4inu_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5cuu/5cuu_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5izl/5izl_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5i23/5i23_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5kns/5kns_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5mtv/5mtv_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4p4s/4p4s_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5ohj/5ohj_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5ijj/5ijj_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/3zhx/3zhx_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5zt1/5zt1_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6i76/6i76_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/3upy/3upy_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6aqo/6aqo_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6ar9/6ar9_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5ni0/5ni0_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5el9/5el9_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/3v9b/3v9b_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6d1g/6d1g_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6b4h/6b4h_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4y6r/4y6r_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5l44/5l44_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5od5/5od5_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6d1d/6d1d_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6hvs/6hvs_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4lhm/4lhm_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4dzw/4dzw_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5jsq/5jsq_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4wvs/4wvs_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4rhu/4rhu_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4gye/4gye_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/3v2w/3v2w_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4dcv/4dcv_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4kcx/4kcx_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5dgm/5dgm_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4dum/4dum_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6gu6/6gu6_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4iaw/4iaw_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4k10/4k10_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4d8n/4d8n_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6d17/6d17_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5elw/5elw_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4gzf/4gzf_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4rad/4rad_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4xtw/4xtw_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4y6s/4y6s_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4rab/4rab_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4ayx/4ayx_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/3wd2/3wd2_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/3wcb/3wcb_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6d1k/6d1k_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4dht/4dht_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5n6s/5n6s_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/3vjt/3vjt_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5ijp/5ijp_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4ran/4ran_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/3ozg/3ozg_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5bsk/5bsk_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5jo0/5jo0_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5jaz/5jaz_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/2lha/2lha_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4c71/4c71_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4mvn/4mvn_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6qfx/6qfx_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6n54/6n54_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4pvy/4pvy_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5knu/5knu_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6aps/6aps_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4bzs/4bzs_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4jfw/4jfw_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4bcb/4bcb_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6bu0/6bu0_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6hvr/6hvr_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/3rbu/3rbu_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6huc/6huc_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4w4s/4w4s_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6of5/6of5_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6d18/6d18_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6qfw/6qfw_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5ael/5ael_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/3p44/3p44_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5lwe/5lwe_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4dwg/4dwg_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4hrd/4hrd_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5knt/5knt_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5ovr/5ovr_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/3vjs/3vjs_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5a3q/5a3q_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5wjj/5wjj_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/3wqm/3wqm_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5a3r/5a3r_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6ssy/6ssy_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4jls/4jls_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4dho/4dho_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5afx/5afx_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5w8v/5w8v_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5xw6/5xw6_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4l2x/4l2x_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6n7z/6n7z_ligand.mol2,RDKit returned None
